town,name,drg,grant_name,grant_type,pay1990,pay1991,pay1992,pay1993,pay1994,pay1995,pay1996,pay1997,pay1998,pay1999,pay2000,pay2001,pay2002,pay2003,pay2004,pay2005,pay2006,pay2007,pay2008,pay2009,pay2010,pay2011,pay2012,pay2013
95,New London               ,I,Coordinated Education - DSS,State,30000,30000,30000,31000,29535,29535,27620,25497,25000,28379,27655,0,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,E.E.R.A - Nonpublic,State,3009,3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,E.E.R.A - Public,State,129626,103969,80354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,Early Reading Success,State,0,0,0,0,0,0,0,0,0,344595,356607,350284,368280,380399,385555,373968,385756,299945,317790,0,0,0,0,0
95,New London               ,I,ECS/Alliance Dist Grants,State,7833482,8269860,9389027,9794157,10714442,11506177,15796085,16050690,16354165,17199445,18147269,18928994,19282614,19717267,19816652,19993690,20627927,20637534,21984118,22853465,19507143,19827059,22930003,23828398
95,New London               ,I,Even Start Family Literacy Pgm,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,148333
95,New London               ,I,Extended School Hours,State,0,0,0,0,0,38983,30197,24744,25540,60455,112619,61390,66555,61225,65883,62573,60680,58891,61109,60468,63223,66363,66776,68407
95,New London               ,I,Gen Improvemnts To School Buildings,State,0,0,0,0,0,0,0,0,0,244186,254937,40000,475136,0,286609,0,0,0,0,0,0,0,0,0
95,New London               ,I,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31211,45613,45071,43823,44025,51713,50167
95,New London               ,I,Interdistrict Cooperative,State,0,0,0,0,0,0,0,40000,20000,20000,0,0,0,0,0,0,0,0,173822,172217,126510,87919,77312,69426
95,New London               ,I,Magnet School,State,0,0,0,0,0,0,0,0,0,0,0,0,70543,95620,56885,0,416468,744135,1271606,1735252,1783942,1897430,1815410,2493040
95,New London               ,I,Nonpublic Health Services,State,120802,122379,33321,37357,39129,29673,27172,26035,33369,36477,51938,51193,54730,51386,51886,49398,53715,43840,44217,39107,37024,33210,38872,40859
95,New London               ,I,Open Choice Program,State,0,0,0,0,0,0,0,0,0,0,0,8000,2000,12000,2000,2000,0,0,0,0,0,0,0,0
95,New London               ,I,Other State Grants,State,56421,47513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37424,0,0,0,0,0,0
95,New London               ,I,Primary Mental Health,State,0,0,29000,20000,15400,14660,16600,14000,0,20000,20000,0,20000,14400,0,16376,18600,17900,0,0,0,0,0,0
95,New London               ,I,Priority School Districts,State,104034,105688,23926,500000,500000,500000,500000,680000,786250,807500,807500,807500,807500,766029,848971,1052302,1054847,1228359,1191709,1174372,1170738,1170738,1159225,1146180
95,New London               ,I,Professional Development,State,10152,9783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,School Accountability-Summer Schl,State,0,0,0,0,0,0,0,0,0,0,0,311495,70866,53719,52132,68596,68204,71425,70540,69646,73336,72973,78508,77216
95,New London               ,I,School Building Projects,State,204488,47694,47508,625414,2505776,900856,1696562,1160619,1112480,1219660,1752966,2419404,1073186,1479166,1104080,2272693,19343419,12077786,7566602.6,8232809.53,1910724.23,12903728.97,18159854.25,13291107.39
95,New London               ,I,School Improvement,State,0,0,0,0,0,0,0,0,0,0,0,0,47044,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,School Library Grant,State,0,0,0,0,0,0,0,0,0,58018,60631,59882,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,Sp. Ed. - Equity,State,0,0,0,0,0,0,645951,797256,962872,718818,805539,770056,663231,0,0,0,176466,173278,0,0,0,0,0,0
95,New London               ,I,Sp. Ed. - Excess Cost,State,28972,23331,7858,21741,8925,31632,38810,25009,3214,467,4848,185791,177806,142501,195510,32127,0,118210,198965,121894,175335,339097,569247,267848
95,New London               ,I,Sp. Ed. - Foster,State,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,Sp. Ed. - Medicaid,State,0,70085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,Sp. Ed. - Regular,State,1534845,2434529,2909513,3376367,3589720,3817640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,Sp. Ed. - State Agency Placements,State,26042,20602,30443,18446,50168,111932,53756,129593,124662,413646,537206,456598,582814,402407,358718,356575,544466,486204,679154,877953,601911,695719,479607,853937
95,New London               ,I,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193786,193786,193786,193786
95,New London               ,I,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,166606,0,0,109634,85842,112484,30290,0,0,0,8985,0,0,0,0,0,0
95,New London               ,I,State Math & Science,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46462,0,0,0,0,0,0
95,New London               ,I,State School Breakfast,State,0,3896,29633,32068,31394,29175,27721,28561,28722,27967,29269,34566,34723,37137,40734,37053,38991,36253,38489,41085,37292,34913,35494,35821
95,New London               ,I,Student Achievement,State,0,0,0,0,0,0,2762,0,4863,11207,7668,0,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,Summer School Incentive,State,32813,60786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,Teacher Standards Implementation,State,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,Train. Paraprofessionals,State,0,0,38268,38000,29269,24795,16220,14000,11850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,Transportation - Public,State,242715,242945,265497,241429,271753,272229,286228,328736,348062,370399,363864,378569,409299,377127,353024,369393,436480,357084,391758,446163,291971,301300,270843,249154
95,New London               ,I,Transportation-Nonpublic,State,37446,46318,48124,53998,62364,64040,67448,69074,66115,73804,76163,79804,79158,74323,57065,36389,52158,52158,48551,48997,44606,48882,54429,53455
95,New London               ,I,Voc Agriculture - Tuition,State,4523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,Vocational Education Equipment,State,0,0,77462,0,0,63827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,Young Adult Learner,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33334,33334,33334,0,0,0,0
95,New London               ,I,Young Parents Program,State,20000,17142,17500,15000,14285,14285,16642,16642,16642,17272,15240,15240,0,0,0,0,0,0,0,0,0,0,0,0
95,New London               ,I,Youth Service Bureau,State,0,0,0,0,0,0,25898,25569,25267,25143,26346,26905,26674,25458,25488,26342,26479,26594,32841,32841,32856,32863,32863,32717
96,New Milford              ,D,Adult Education,State,15276,28448,25474,26407,25089,22762,24998,20421,22186,33729,48163,59079,49979,41318,37196,35549,42695,36621,33128,38282,46915,31628,32982,24625
96,New Milford              ,D,Bilingual Education,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,2614
96,New Milford              ,D,Child Nutrition State Match,State,22056,21456,22156,23227,23475,24194,24372,23642,23656,23395,24936,18617,17181,17573,17310,16979,17018,16680,16264,15919,15992,16731,17436,18802
96,New Milford              ,D,E.E.R.A - Public,State,32086,26727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,New Milford              ,D,ECS/Alliance Dist Grants,State,5762240,6291748,7171487,7483447,8257675,8257675,9133298,8868795,8961818,9143763,9408951,9661816,10031875,10223745,10236449,10510805,10617176,10769214,11432912,11959748,10169416,10202644,11924662,12112981
96,New Milford              ,D,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35663,35869,35142,34798,36463,37891,40844
96,New Milford              ,D,Magnet School,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500,23400,22100,22100,22100,22100,20800
96,New Milford              ,D,Nonpublic Health Services,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5597,4747,5141,5329,4108,4344,5392
96,New Milford              ,D,Professional Development,State,6576,6861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,New Milford              ,D,School Building Projects,State,565866,96150,1037033,314232,3269420,1454674,1383588,1337764,1294075,2695225,3964959,8585736,4020642,2372379,2398418,2647065,2080803,1832415,1685220.22,1685416.99,1632361.32,1613662.63,1368314.84,1318573.61
96,New Milford              ,D,Sp. Ed. - Equity,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,0,0
96,New Milford              ,D,Sp. Ed. - Excess Cost,State,55869,62777,92788,74242,140641,104021,42663,73688,116326,98105,342930,260134,383629,511418,293544,503812,809176,885550,1089537,982463,718883,695773,605823,999614
96,New Milford              ,D,Sp. Ed. - Regular,State,962554,963315,880074,906765,984384,994606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,New Milford              ,D,Sp. Ed. - State Agency Placements,State,100233,82900,21342,13769,47506,78459,64935,64298,88263,203368,259568,270490,195529,181812,137556,140502,168979,246643,145850,471091,484982,293692,308740,83933
96,New Milford              ,D,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184717,184717,184717,184717
96,New Milford              ,D,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,146250,0,127447,10000,158681,30000,0,58711,0,86051,0,0,0,0,0,0
96,New Milford              ,D,State School Breakfast,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9484,9399
96,New Milford              ,D,Student Achievement,State,0,0,0,0,0,0,0,14596,2790,9736,34131,0,0,0,0,0,0,0,0,0,0,0,0,0
96,New Milford              ,D,Transportation - Public,State,344225,390531,432433,463636,397385,319427,334994,250268,296160,336998,332225,366308,374022,368500,381875,366882,534801,387694,295108,344485,278435,185479,194377,190756
96,New Milford              ,D,Transportation-Nonpublic,State,0,0,0,0,0,0,0,1206,1894,0,3504,1883,1663,1902,0,0,0,6969,4182,3571,4093,5559,7093,6659
96,New Milford              ,D,Voc Agriculture - Tuition,State,7627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,New Milford              ,D,Youth Service Bureau,State,0,0,0,0,0,0,20275,20079,19945,20019,21351,21683,21546,20822,20840,21348,21429,21498,27747,27747,27756,27760,27760,27617
97,Newtown                  ,B,Adult Education,State,3698,3967,3408,3777,3371,3189,3485,3485,2788,2718,3249,3491,3244,2997,3095,2476,3160,3901,3315,3490,3714,3439,3586,4062
97,Newtown                  ,B,Child Nutrition State Match,State,15189,14112,12464,11686,11490,12174,11752,12259,13264,13635,13777,14647,14910,16051,15424,15483,14599,16129,15707,15489,15044,15159,14518,14148
97,Newtown                  ,B,E.E.R.A - Public,State,14219,11582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Newtown                  ,B,ECS/Alliance Dist Grants,State,3833202,3986530,3570973,3296944,3741079,3774278,4247244,4036802,3825160,3721580,3746305,3757091,3814056,3760562,3679841,3863162,3957423,4015426,4175709,4387367,3676107,3717626,4337276,4326611
97,Newtown                  ,B,High School Technology Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64183,0,0,0,0,0
97,Newtown                  ,B,Institute For Teaching And Learning,State,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Newtown                  ,B,Magnet School,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24700,37700,46800,52000,46800,52000,74100
97,Newtown                  ,B,Nonpublic Health Services,State,5537,3493,0,0,5959,5518,5820,6344,5578,5515,7006,9578,9974,9452,9703,7713,10928,12783,11975,11839,13580,9279,10066,18614
97,Newtown                  ,B,Other State Grants,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13475.98,0,0
97,Newtown                  ,B,Professional Development,State,5136,5145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Newtown                  ,B,School Building Projects,State,580707,526822,588778,935101,879854,839220,988404,2114565,1952836,2355304,2030880,1998995,7671327,4643479,1255174,1252505,721449,985458,1036064.75,1054605.93,3597420.79,9137941.03,1903610.28,657611.33
97,Newtown                  ,B,Sp. Ed. - DMH/PHAS,State,40588,47782,52090,47076,29082,30441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Newtown                  ,B,Sp. Ed. - Excess Cost,State,84067,86187,90648,18856,58683,62586,81773,81581,117259,181009,257079,472391,628153,616293,673190,602594,884088,853991,1598299,1302018,1195240,1113849,1023157,1105084
97,Newtown                  ,B,Sp. Ed. - Regular,State,757096,739964,676180,581230,554367,493482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Newtown                  ,B,Sp. Ed. - State Agency Placements,State,44373,41202,61159,72414,55759,36230,78405,117672,119682,260948,263797,157045,189861,186664,74651,90289,142752,214491,66853,405256,710319,468631,327021,155365
97,Newtown                  ,B,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66386,66386,66386,66386
97,Newtown                  ,B,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,108830,123223,0,9998,53375,14991,0,0,0,71400,0,0,0,0,0,0
97,Newtown                  ,B,Student Achievement,State,0,0,0,0,0,0,21913,0,2923,0,16296,6147,0,0,0,0,0,0,0,0,0,0,0,0
97,Newtown                  ,B,Tax Exempt Property,State,66391,46975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Newtown                  ,B,Teacher Standards Implementation,State,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Newtown                  ,B,Transportation - Public,State,216455,240959,245064,208883,204089,170523,182271,172864,138169,135375,183646,200584,190590,172625,179804,120455,113901,177498,143695,155521,100004,79579,81981,99558
97,Newtown                  ,B,Transportation-Nonpublic,State,12967,15698,6963,15361,17897,13449,18762,19839,12749,13564,13774,20969,17241,18578,13094,9975,10612,19515,14046,16983,20740,15035,17934,22246
97,Newtown                  ,B,Voc Agriculture - Tuition,State,9153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Newtown                  ,B,Youth Service Bureau,State,0,0,0,0,0,0,20028,19838,19708,19780,21132,21454,21321,20618,20636,21129,21200,21275,7092,0,0,0,0,0
98,Norfolk                  ,E,Adult Education,State,341,342,413,271,305,285,250,305,299,287,291,283,321,333,247,208,257,241,341,256,239,251,246,246
98,Norfolk                  ,E,Child Nutrition State Match,State,1506,1640,1667,1860,1716,1784,1778,2205,3042,599,566,573,578,577,535,605,623,581,636,680,625,508,480,468
98,Norfolk                  ,E,ECS/Alliance Dist Grants,State,452431,470528,391744,241439,241624,241624,324310,324879,325802,332384,331597,315068,325257,326674,314376,330556,346401,350792,363826,381405,327000,327000,381414,381414
98,Norfolk                  ,E,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,0,0,0,1108,1044,1016
98,Norfolk                  ,E,Interdistrict Cooperative,State,0,0,0,0,0,0,0,0,0,0,0,0,12294,12294,0,0,0,0,0,0,0,0,0,0
98,Norfolk                  ,E,Professional Development,State,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Norfolk                  ,E,School Building Projects,State,1129,679,227,0,0,22222,102419,98656,247353,142030,139292,85567,116130,79742,76742,73657,70513,64659,95426,178787.83,0,0,0,0
98,Norfolk                  ,E,Sp. Ed. - Equity,State,0,0,0,0,0,0,3062,1874,5639,5758,183,647,1741,0,0,0,264,429,0,0,0,0,0,0
98,Norfolk                  ,E,Sp. Ed. - Excess Cost,State,0,0,0,0,0,0,0,1439,850,0,0,0,0,9102,14109,15484,22117,0,0,0,0,0,0,0
98,Norfolk                  ,E,Sp. Ed. - Regular,State,49938,49938,56508,38213,44604,44568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Norfolk                  ,E,Sp. Ed. - State Agency Placements,State,0,0,0,0,0,0,0,0,0,33207,45234,43673,76632,24021,0,0,0,24298,0,0,0,0,0,0
98,Norfolk                  ,E,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,1476,1476,1476
98,Norfolk                  ,E,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,0,0,0,10000,10000,15000,0,0,0,0,0,0,0,0,0,0
98,Norfolk                  ,E,Student Achievement,State,0,0,0,0,0,0,524,539,277,0,1381,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Norfolk                  ,E,Transportation - Public,State,19674,18335,23065,13961,15188,14313,12351,13524,12926,11861,11922,11118,13342,13482,7262,5329,6921,5902,9722,5024,2220,2434,2128,1885
99,North Branford           ,E,Adult Education,State,4106,5338,5459,8691,5962,4815,2966,5214,5351,5827,6920,7244,7461,7634,6835,5766,7976,11016,13896,19998,32364,33452,32912,42656
99,North Branford           ,E,Child Nutrition State Match,State,12126,12171,11749,11505,10961,10378,10526,10578,9870,9742,9735,9534,9005,8641,8629,8856,8200,8282,8027,8158,8153,8496,8208,8120
99,North Branford           ,E,E.E.R.A - Public,State,16722,13027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,North Branford           ,E,ECS/Alliance Dist Grants,State,4627522,4777366,5189623,5415372,5584971,5580130,6492177,6268258,6338900,6505247,6692618,6695619,6808130,6808105,6524123,6839249,7028784,7046164,7781158,8137406,6934388,6956105,8126116,8211217
99,North Branford           ,E,Family Resource Center Program,State,0,0,0,0,125084,125084,125084,109000,100000,100542,100000,100000,100000,86171,77974,102250,102250,102250,102400,97200,92325,97000,92435,105213
99,North Branford           ,E,Interdistrict Cooperative,State,0,0,0,0,0,0,31820,39900,36657,36657,30000,30000,33443,32000,0,0,0,0,0,0,0,0,0,0
99,North Branford           ,E,Magnet School,State,0,0,0,0,0,0,0,4065,0,0,0,18000,0,0,0,0,0,0,0,0,0,6376,3474,1300
99,North Branford           ,E,Nonpublic Health Services,State,0,0,136,208,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,North Branford           ,E,Open Choice Program,State,0,0,0,0,0,0,0,0,0,20000,35978,38749,39723,52939,55735,47480,53209,52866,66996,69374,69917,58329,72198,69000
99,North Branford           ,E,Primary Mental Health,State,0,0,0,0,0,14660,16600,14000,0,0,20000,20000,20000,16200,16090,16376,18250,22375,21100,16560,0,0,0,0
99,North Branford           ,E,Professional Development,State,4765,4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,North Branford           ,E,School Building Projects,State,13933,60812,32908,29985,284419,205044,194506,187286,487602,500498,479430,1000342,3149311,2124591,1847478,658243,683111,537930,520733.1,4325778.96,6706913.25,489379.71,1953367.64,3798246.35
99,North Branford           ,E,Sp. Ed. - Excess Cost,State,6700,11115,26939,14790,30274,85590,109496,155108,137496,139793,105514,150293,138178,138477,80295,117647,204863,215588,172801,205166,135050,168058,168518,199061
99,North Branford           ,E,Sp. Ed. - Regular,State,681516,746056,763288,909125,1004757,976340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,North Branford           ,E,Sp. Ed. - State Agency Placements,State,8642,11717,3497,541,7022,21907,8885,15090,6659,31267,15736,10616,10467,48809,10309,16518,53494,50217,54334,0,78788,42062,151137,28836
99,North Branford           ,E,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122064,122064,122064,122064
99,North Branford           ,E,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,0,111520,101790,68085,32605,30903,0,13569,0,39520,0,0,0,0,0,0
99,North Branford           ,E,Student Achievement,State,0,0,0,0,0,0,5488,12712,0,25737,0,7012,0,0,0,0,0,0,0,0,0,0,0,0
99,North Branford           ,E,Summer School Incentive,State,19711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,North Branford           ,E,Teacher Standards Implementation,State,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,North Branford           ,E,Transportation - Public,State,206437,204955,232486,232253,227900,222035,200807,229956,231037,237536,269449,296043,301416,272114,256472,236802,321723,243960,238241,253109,183949,165040,146154,160626
99,North Branford           ,E,Voc Agriculture - Tuition,State,9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,North Branford           ,E,Vocational Education Equipment,State,0,0,64300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,North Canaan             ,F,Child Nutrition State Match,State,2316,2381,2224,2226,2068,2070,1981,1963,2013,1794,1667,1657,1734,1607,1475,1854,1981,1879,1758,1587,1542,1533,1479,1479
100,North Canaan             ,F,E.E.R.A - Public,State,3008,2679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,North Canaan             ,F,ECS/Alliance Dist Grants,State,1119770,1214828,1417963,1390500,1390500,1465131,1619958,1642888,1684832,1739974,1740200,1740200,1769368,1783586,1696497,1773264,1822518,1827473,1977579,2064559,1770013,1771277,2065757,2091962
100,North Canaan             ,F,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,3877,3503,3356,3341,3214,3213
100,North Canaan             ,F,Professional Development,State,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,North Canaan             ,F,Quality Enhancement,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3971,4487
100,North Canaan             ,F,School Building Projects,State,7611,7234,762551,393599,378691,364769,351832,432573,371518,360412,280037,198710,191067,183342,175518,167631,159755,151895,282338.37,139572.12,56659.07,53793.66,0,0
100,North Canaan             ,F,School Readiness -Severe Need,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107000,107000,107000,107000,107000,107000,107000
100,North Canaan             ,F,Sp. Ed. - Equity,State,0,0,0,0,0,0,0,0,0,0,11625,3457,0,0,0,0,0,1484,0,0,0,0,0,0
100,North Canaan             ,F,Sp. Ed. - Excess Cost,State,0,0,0,0,0,0,26314,31058,0,0,0,0,119622,0,0,0,0,0,0,0,22646,5945,7448,8029
100,North Canaan             ,F,Sp. Ed. - Regular,State,173031,179800,194939,194093,193785,207825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,North Canaan             ,F,Sp. Ed. - State Agency Placements,State,0,0,0,0,0,0,0,4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,North Canaan             ,F,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26245,26245,26245,26245
100,North Canaan             ,F,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,69130,0,0,22197,14635,30284,0,0,0,0,0,0,0,0,0,0
100,North Canaan             ,F,State School Breakfast,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,3075
100,North Canaan             ,F,Student Achievement,State,0,0,0,0,0,0,555,1458,0,1881,5220,0,0,0,0,0,0,0,0,0,0,0,0,0
100,North Canaan             ,F,Teacher Standards Implementation,State,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,North Canaan             ,F,Transportation - Public,State,63553,58371,59961,61915,58771,67557,66283,65535,64921,78699,93228,81854,92438,71107,67743,76854,70193,73609,71830,64536,39531,37017,34146,30790
101,North Haven              ,D,Adult Education,State,5110,2860,5059,5443,5443,5845,5303,6556,6793,8218,8226,10207,10341,9323,10591,12614,12246,12817,12228,13039,24169,17426,13561,14994
101,North Haven              ,D,Child Nutrition State Match,State,12531,11386,10804,8931,7665,9040,8899,9011,9006,9075,9643,9648,10025,10181,10222,11339,11044,11646,11679,12572,11511,10648,10766,10386
101,North Haven              ,D,E.E.R.A - Public,State,22539,17499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,North Haven              ,D,ECS/Alliance Dist Grants,State,3363594,3498138,2729851,1360057,1362491,1362491,1919957,1793630,1688429,1623121,1634331,1634933,1662288,1652784,1588965,1697245,1751756,1773215,2649194,3145999,2812974,2761816,3226981,3328360
101,North Haven              ,D,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14793,25542,27533,0,23042,23181,22310
101,North Haven              ,D,High School Technology Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69100,0,0,0,0,0,0
101,North Haven              ,D,Institute For Teaching And Learning,State,0,0,0,0,0,0,8990,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,North Haven              ,D,Magnet School,State,0,0,0,0,0,0,11403,15000,18519,14400,15600,39600,37200,42000,38400,34800,34800,40300,45500,44200,44200,22100,14300,13824
101,North Haven              ,D,Open Choice Program,State,0,0,0,0,0,0,0,0,0,26000,38000,34000,32000,36000,34000,50000,163163,210977,278246,265997,227723,222477,311639,320000
101,North Haven              ,D,Professional Development,State,5283,4955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,North Haven              ,D,School Building Projects,State,1055064,642954,627981,839154,621505,521618,502144,482607,392309,829959,712367,687528,1052655,792643,617158,14633389,10146741,3054659,685059.43,601787.08,395991.68,353353.71,246098.72,236881.39
101,North Haven              ,D,Sp. Ed. - Equity,State,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0
101,North Haven              ,D,Sp. Ed. - Excess Cost,State,59827,0,0,10422,20301,40741,13358,22988,36261,28297,90468,178511,214806,220943,181261,288869,525398,751562,939272,1176301,1166753,1076044,889989,993312
101,North Haven              ,D,Sp. Ed. - Regular,State,1008040,1009582,727058,535995,505940,573687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,North Haven              ,D,Sp. Ed. - State Agency Placements,State,10532,4558,12715,9236,1364,10160,495,0,0,0,2900,119470,140799,185841,187349,208219,229946,268418,312057,100376,43313,138283,259152,144217
101,North Haven              ,D,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117573,117573,117573,117573
101,North Haven              ,D,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,122777,158895,0,9850,10000,14777,0,0,0,0,0,0,0,0,0,0
101,North Haven              ,D,State School Breakfast,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3426
101,North Haven              ,D,Student Achievement,State,0,0,0,0,0,0,0,13515,500,5904,21581,9380,0,0,0,0,0,0,0,0,0,0,0,0
101,North Haven              ,D,Teacher Standards Implementation,State,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
